text;label
Nhiều hơn những gì bạn đã thấy. Tổng quan thì là 1 bộ phim vui, nội dung có chiều sâu. Phim xây dựng nhân vật có lý tưởng sống rõ ràng, phát triển nhân vật theo nấc thang, vai trò nhân vật thể hiện đầy đủ. Và phim phù hợp với mọi người dù không biết Transformer trước đó thì vẫn luôn mở cửa chào đón =));clean
Lồng tiếng ok,hài hước còn lại nội dung nhưng do t chưa hiểu câu chuyện về TPM lắm nên chủ yếu lồng tiếng có ảnh KMT,QNT vs đặc biệt là CP nên sr sr;toxic
Hay qué;toxic
Phim có các yếu tố, hình ảnh về văn hóa dân tộc, trang phục rất chỉnh chu. Nhưng nội dung phim chưa có tính kịch tính, cao trào. Thể loại kinh dị nhưng chỉ có vài hù thôi, giựt mình thì có chứ ko sợ lắm :(( Nội dung sáng tạo so với bản truyền thống nhưng có cảm giác làm chưa tới.;clean
Phim uki, kết hơi lãng xí hoyy;toxic
Phim nên cao trào hơn và kết phim không hay nó bị thiếu mạch lạc và làm down mood;clean
Sợ nhưng nhìn con quỷ cái bị đơ ngang;toxic
Tui thấy hay nha;clean
Nhiều tình tiết vô lý;toxic
Phim hay nhưng kết quá lẹ;clean
Thề quả phim nhạt và nhây kh chịu được, chắc quả phim này dở nhất t từng coi ạ. Thất vọng tràn trề…;clean
Phim quá hay;clean
Tr ơi dở ói;toxic
Fim đưa vào những cảnh chả hiểu được, sắp xếp trình tự ra hình ảnh còn chán;toxic
Phim siu hayyyy;toxic
Tội Cám quá trời nhưng mà kết lãng xẹt :));toxic
Phim không đặc sản lắm coi phí tiền 1 bước nữa dậm chân tại chỗ của phim kinh dị Việt Nam;toxic
Chất lượng rạp đi xuống, hơi ngộp vs hôi nhẹ. Phim tạm ổn;clean
Phim diễn biến hay mà khúc cuối ??? Luôn;toxic
Đầu voi đuôi chuột =)));toxic
Bình thường, la hét nhiều, diễn còn sượng;toxic
cũng được nên đi coi phim giải trí;clean
Phim rất hay nhma sao tiền nc vào bỏng ngô đắt vậy ạ mình mua 4 nc vs 2 bỏng ngô hết 216k :)));toxic
Phím rất hay, đặc sắc rùng rợn và kinh dị, quá suất sắc. Hi vọng sẽ có phần 2;clean
"Vô lí 
Ko đáng sợ";toxic
Mình cảm thấy bộ phim rất đáng xem, tùy rằng là dị bản nhưng cái chất riêng của phim đó là kinh dị máu me, mang đến cho người xem một cảm giác sợ hãi;clean
Hình ảnh đẹp, còn lại ...;clean
Nhận xét riêng thì phim tạm ổn còn về tình tiết phim thì có 1 số chi tiết hơi lãng như câu thái tử hỏi tại sao thích quả thị thì tấm bảo sau khi mất đi ước thành quả thị😐;clean
Tốt, hình ảnh chân thực.;clean
kết hơi lãng, hù doạ gê gớm;toxic
"dở vô cùng
thất vọng
phim chỉ giỏi chạy quảng cáo
tình tiết thì lan man
diễn thì dở ko ấn tượng";clean
cũng tạm, các phân cảnh còn hơi rời rạc, mạch cảm xúc thiếu liền mạch;clean
Mình thấy phim ổn. Từ mở đầu phim tới phần nội dung. Kết hơi hụt hẫng;clean
Phim hay nhưng kết hơi lãng 1 xíu nhưng lỡ có thể đây là tiền đề mở ra part 2 chăng??;clean
Từ vô lý này đến sự vô lý khác, lãng xẹt;toxic
Tui thấy gớm;toxic
"Nửa đầu của phim thực sự nhàm chán với nhiều phân cảnh lộn xộn (đến mức tôi thực sự muốn bỏ về), nhưng nửa cuối phim khá ổn đấy chứ. Một điểm cộng là các nhân vật xuất hiện trong phim đều có vai trò nhất định trong việc tạo nên một câu chuyện hoàn chỉnh, tôi không thấy có nhân vật nào xuất hiện nhiều mà bị dư thừa.
Score 7.5/10";clean
Phim cx hay nha;clean
"Cám - Còn sạn nhưng nhưng nỗ lực đáng trân trọng 

Cám có thể coi là phiên bản lật ngược của truyện cổ tích kinh điển. Phim ghi điểm với yếu tố kinh dị chỉn chu, đầu tư bối cảnh là một. Một cái khác là Cám đổi mới nguyên tác khi nhào nặn ra các tình tiết phức tạp và xâu chuỗi các tình tiết có sẵn khá tốt. 

Dàn nhân vật được đào sâu. Diễn xuất ổn thỏa bộc lộ được nhiều khía cạnh nhân vật. Điều này cho thấy đạo diễn Trần Hữu Tấn đã tiến bộ nhiều. Thêm vào thằng Bờm nhưng không làm loãng câu chuyện. Ngay cả hoàng tử cũng không vô dụng lắm như phiên bản cổ tích. 

Cốt truyện thì tiến triển theo kiểu cao trào dần, dễ xem, lâu lâu lại có mấy cảnh kinh dị đáng tiền. Nhưng mà mạch logic vẫn có vấn đề. Phản diện thì nhảy tùm lum nên chỉ đánh giá trung bình. :))";toxic
"Nên đổi tên phim, nên đổi luôn kịch bản. 
Hỏng thấy có miếng nào lan quiên tới Tấm Cám";toxic
Kết lãng xẹt, đã làm thì làm cho tới, đang phim tự chuyển thành tranh vẽ;toxic
"Điểm cộng: 
+ ấn tượng hình ảnh làm máo me, kinh dị tới lắm nha 
+ có nhiều chi tiết gợi nhớ về truyện cổ tích, đứa xem cùng thì nói để vô hơi khiên cưỡng, riêng mình thì thấy rất hợp và có sáng tạo mới nữa 
+ Cám diễn xuất sắc, hoàng tử và cô Tấm tạm ổn, thoại hơi kỳ. Rima Thanh Vy có cảnh nóng dữ dội, hơi bất ngờ 
Điểm trừ: 
+ chuyển cảnh đột ngột bất phân thời gian, tận 2-3 lần 
+ mình nghĩ điện ảnh thì hạn chế dùng voice kể hoặc hình ảnh minh hoạ, nếu đc thì làm cho tới sẽ hay hơn 
Nói chung là bộ này thấy có đầu tư đàng quàng, coi ổn áp chứ ko khó chịu nha";clean
"Diễn viên khá dễ thương, nhất là Cám lúc đã khôi phục diện mạo
Trình độ diễn xuất của nhân vật Tấm rất tốt, lúc Tấm bị Cám lột da, chỉ nhìn vào thần thái đã biết Tấm không phải là Tấm nữa rồi
Nhưng mà vẫn có rất nhiều điểm trừ về sự mạch lạc của phim ví dụ như hái cao ban đêm, tắm đêm chẳng hạn";clean
Theo mình thì bộ phim thiếu tình tiết và sự phát triển từ nguồn gốc lẫn thiếu sự phát triển về mối liên hệ giữa các nhân vật với nhau, ví dụ như thằng Bờm và Tấm Cám có liên quan gì với nhau không, giải thích cho các tình tiết trong phim;toxic
Cái kết của cám nó dở,tự dưng thay vào kể chuyện,nó làm mất hay bộ fim;clean
Cốt truyện không hợp lý, phim diễn biến quá nhanh;clean
Ảo vãi thật;toxic
Phim không thực sự hay bối cảnh thì được nhưng mà nói về kinh dị và Tất tần tật không thú vị cho lắm;clean
Phim ổn nha. Diễn xuất, hình ảnh đều tốt, ý tưởng thú vị. Tiếc là kết nhanh quá. Kết mà làm tốt hơn chấm 8/10 luôn;clean
Cám tạo hình này sợ nha, coi ở rạp mà nổi da gà. Ám ảnh mấy cái đoạn ăn mắm. Khuyến cáo nên đi coi 2 mình, coi 1 mình sợ run 😭😭 Phim coi ổn, nói chung là thấy cũng không có phí tiền;toxic
Cám diễn xuất sắc, xem mấy đoạn hóa quỷ mà nổi da gà. Phim không kiểu hù xôi thịt jumpscare mà ám ảnh nha, xem xong mình ra rạp mà vẫn còn suy nghĩ nhiều;clean
Phim kinh dị có giật mình, hình ảnh máu me chân thật. Cám hoá trang mặt biến dị nhìn sợ thiệt. Nội dung tạm ổn, cái kết trôi lẹ hụt hẫng;clean
Kịch bản khá thú vị, kiểu nó giữ lại tầm 80% những cái đặc trưng của phần cổ tích gốc, và sửa rồi biến tấu cho phù hợp với dị bản lần này. Mê bé Lâm Thanh Mỹ, đóng siêu hay, cân mọi cảm xúc mượt mà;clean
Phim hay, kịch tính đáng xem, âm thanh tốt, đáng xem kịch tính càng xem càng lôi cuốn;clean
Quá hay, có nhiều cảnh jumpscare và gây hài hước;clean
Phim hay nha mọi người ơi , xem về mà giờ còn sợ, diễn suất hay âm thanh rợn người đáng xem nha;clean
"I can not give a higher score for that atrocious ending bruh.
.
like, they run out of film mid filming or wut :V";clean
Phim xem được, kết thúc hơi nhanh, giá như triển khai thêm 1-2 phút vai trò của Thái Tử thì đẹp hơn;clean
phim hay lắm đề nghị đạo diễn phim ra nhiều thêm nữa;clean
Phim xem được, tình tiết ko quá mới nhưng nội dung cũng đủ hấp dẫn người xem;clean
Nội dung sáng tạo, kinh dị hài dã mang;clean
anime hay nhất thế giới;clean
Siêu hay siêu xúc động, cảm xúc dâng trào. Đan xen giữa tình bạn và nghệ thuật để lại những âm vang lắng đọng. Cốt truyện có thể hơi khó hiểu với 1 vài người nhưng thật sự rất đáng xem. Xem xong bộ phim này mình thêm kiên định với ước mơ vẽ vời của bản thân hơn. Nhớ chuẩn bị khăn giấy trước khi xem nha!;clean
"For those who's know: Yes.
For those who's new: It is only going to get better";clean
phim quá nhạt;toxic
Diễn suất tuyệt vời, nội dung ý nghĩa, nhưng nhiều phân đoạn chuyển cảnh hơi khó hiểu;clean
Sẽ hơi nhạt nhưng chứa đầy nội dung thâm thuý về bộ mặt thật của xã hội;clean
Rất đáng để xem;clean
"Kịch bản của Joker có thể tương đối an toàn nhưng vừa vặn, trọn vẹn, nhiêu đó là vừa đủ để hướng sự chú ý của người xem vào quá trình biến đổi của nhân vật và diễn xuất đỉnh cao của Joaquin Phoenix. 

Bộ phom vừa vay mượn, vừa hoàn thiện ý tưởng “chỉ cần một ngày tồi tệ” trong The Killing Joke, khi thay thế bồn chứa hoá chất bằng căn bệnh hoang tưởng cùng với chứng không kiểm soát được tiếng cười củ Arthur Fleck.

Bộ phim sẽ trở nên hay hơn rất nhiều nếu nhà sản xuất chịu mạo hiểm hơn một tí khi tạo ra sự mâu thuẫn và uẩn khúc trong mối quan hệ giữa Penny Fleck và Thomas Wayne.

Về phần hậu kì thì không có lời nào để chê bai từ góc quay, biên tập nhạc và hình ảnh quá đỗi tuyệt vời và hợp lý của bộ phim.

Một trong những phim bên cạnh IT Chapter 2, cứu vãn được một năm tương đối thấy vọng của WB khi hai quân bài trước đó là Godzilla: King of the Monsters và Shazam khá kém chất lượng.";clean
Phim này không khai thác hết tài năng của Joaquin Phoenix và cốt truyện thì quá bình thường. Bao nhiêu người sẽ đi xem nếu phim không gắn mác Joker;clean
1 bộ phim có kịch bản trung bình được khoả lấp bằng diễn xuất thiên tài của phoenix. Dù sao cũng chắc chắn anh sẽ có 1 slot đề cử oscar cho nam chính. Còn lại ngoài cảnh quay âm nhạc thì những cái khác khá là gây khó chịu, nhiều lúc không biết phim đang nói gì;clean
"Joker như một bản nhạc Vinahouse phá cách và lộn ngược, người xem hồ hởi thưởng thức nhưng đó là một cái vỏ rỗng tuếch. Nửa đầu phim là một tập phim drama gia đình. Todd Philips cố gắng phô bày hết cho khán giả mọi sự khổ ải, nguồn cơn của một người tâm thần cố gắng vươn lên trong cuộc sống. 

Càng về sau, Joker ra sức phá bỏ khuôn khổ nhằm thỏa mãn những tay bút bình luận khó tính đồng thời đáp ứng nhu cầu mì ăn liền của số đông khán giả đại chúng. Kết quả, bộ phim nằm trên lằn ranh lan man giữa tính cách mạng đột phá và máu me tiêu khiển. 

Được ekip làm phim trang điểm với những mỹ từ hoàn mỹ, giải thưởng hào nhoáng và kể cả scandal giật gân. Joker gây thất vọng cho không chỉ người trao giải mà kể cả những tổ chức trao mặt gửi vàng.";toxic
"Về cơ bản, nếu thay cái tên Joker bằng một cái tên khác như “Anh hài độc thoại hoá điên” chẳng hạn… Chắc chắn bộ phim sẽ không được viral tốt như thế này và doanh thu cũng chẳng thể cán được cột mốc 245 triệu đô trên toàn thế giới trong 3 ngày cuối tuần vừa qua.

Kịch bản bình thường, thậm chí lỏng lẻo. Âm nhạc và tông màu phim cũng không thể cứu được một storyline còn nhiều vấn đề.

Phim gây tranh cãi thế nào thì cứ nhìn trong rạp sẽ biết. Bốn ông tướng học sinh ngồi trước mình, điên thoại có wallpaper Marvel logo thì 2 ông ngồi xem điện thoại cả buổi. Ông bên cạnh ngồi ngủ cất tiếng ngáy ngon lành và khi hết phim có đến 3 người đứng dậy vỗ tay không ngớt.

Mặc dù vậy, dù cho nói thế nào đi nữa thì Joanquin Phoenix (và chỉ cần Joanquin Phoenix) cũng là quá đủ để cover hết những hạn chế của bộ phim này. Kỹ thuật method-acting dành riêng cho vai Joker đã tái dựng nên một gã hề đời thường, giàu nội tâm nhất, một Gotham vẩn đục được tái hiện đầy đủ và sát nhất với tác phẩm kinh điển “Batman: The Killing Joke”.

Tiếc một điều là những cảnh cut tưởng chừng máu me không quan trọng nhưng lại chính là mạch chính thể hiện sự biến đổi, điên loạn rõ rệt nhất của Joker. Vì thế, chắc vẫn phải đợi trên mạng có bản full để cày thêm một lần nữa.

Tuy là die-hard fan của DC nhưng có những cái không bênh được. Nhưng phim chắc chắn là hay và nếu Joanquin Phoenix hay bác làm Hiệu ứng hình ảnh cho Joker đoạt Oscar thì chắc cũng chẳng lấy gì làm lạ.

Recommend những anh em trải đời, bị vùi dập nhiều một tí xem thì sẽ thấy thấm hơn những anh em luôn trên vạch đích.";toxic
Phim dở tệ;toxic
"Có thể tóm gọn lại rằng đây là một phim hay được tạo nên bởi diễn xuất thượng thừa ấn tượng của Joaquin Phonix và một cốt truyện tròn trịa vừa đủ. Tuy nhiên, với cá nhân thì nó chưa tuyệt tác đến độ mang tính ""định hình 1 dòng phim"" hay ""một trong những tựa hay nhất mọi thời đại"" như một số lời phê bình của đại chúng. Vẫn cần những đoạn ấn tượng khiến khán giả rùng mình hay bỡ ngỡ hơn nữa thì nó sẽ xuất sắc hơn.

P/s: Có 1 đoạn bị cắt rõ ràng, là đoạn Joker được dân chúng tôn vinh ở đoạn cuối, do lo sợ lệch lạc tư tưởng của 1 bộ phận cùng đường kích động. 2 đoạn cắt khá khéo mà coi báo mới dám chắc, là đoạn giết mẹ và đoạn giết bạn (đoạn này có, nhưng chỉ còn giữ lại vài giây).

TM";clean
"Disturbing, intense, oppressive, Mastery.
Visibly inspired by the stunning performance in The Machinist of Brad Anderson, by Christian Bale; Joaquin Phoenix is incredible. It is visceral. I felt the movie.
To create a Monster now days....just throw someone in pain to our modern society. This is a master piece. Phoenix for the Oscar.";clean
"Ngắn gọn, súc tích là thế này thôi: ""Thay vì giống Franz Kafka biến Samsa thành một con bọ và để gia đình, xã hội.... diễn, làm lộ ra tất cả hiện thực, mâu thuẫn, xung đột, lòng trắc ẩn, đấu tranh giai cấp.... thì anh Todd Phillips biến Joker của Joaquin thành một gã hề độc diễn dù chẳng có cái sân khấu nào cả, chẳng làm lộ ra tý hay ho nào từ những ẩn dụ được cài cắm vào phim"".";toxic
Phản ánh đúng thực tế;clean
Phim khá ẩn ý giàu tính chất trừu tượng;clean
"Joker gây cho mình một cảm giác khá mâu thuẫn. Nếu hỏi phim hay không, thì có lẽ mình vẫn sẽ nói hay. Bởi vì cinematography, nhạc phim lẫn diễn xuất đều quá tuyệt vời, không thể chê vào đâu được. Điều đáng bàn là nội dung phim. Thật lòng, mình thấy phim đã truyền tải được khá ổn cái thông điệp nó muốn nói, là sự mong manh của trật tự xã hội và con người dễ trở nên điên loạn thế nào. Nhưng cách kể chuyện của phim lại tạo cảm giác đang đổ lỗi cho giới nhà giàu và chính trị gia cho mọi bất ổn trong xã hội, và có phần biện minh cho sự bạo loạn và điên cuồng của Joker thay vì thể hiện rõ đó vốn là do bản chất của hắn. 
Tóm tắt trong một câu, Joker hay, nhưng tư tưởng nó mang lại thì quá tiêu cực và mình không thể tán đồng.";clean
Mình là người rất kén bình luận nhưng phải nói là xuất sắc đối với mình diễn xuất vượt ngoài mong đợi nội dung có chiều sâu vừa xem vừa có cảm giác mình là joker ko biết sao phải nói là fantastic;clean
Những tiếng cười vừa liên tục vừa đứt quãng của Arthur ở phân cảnh đầu phim thực sự làm mình chơm chớm nước mắt. Diễn xuất của Joaquin rõ ràng là quá hay rồi. Nhưng có gì đó về tổng thể bộ phim khiến mình cảm thấy không hài lòng, thậm chí là có phần khó chịu và khó hiểu. Có phải đó là cái cách mà bộ phim xây dựng những tình huống để đẩy Arthur vào hố sâu của sự tuyệt vọng? Có phải vì cái cách mà bộ phim thao túng người xem để họ cảm thấy đồng cảm với Arthur (chứ không phải Joker)? Chắc có lẽ mình cần phải xem lại một lần nữa thì mới đưa ra nhận định chính xác được.;clean
Kiệt tác của năm, xứng đáng là phim DC thể loại tâm lí hay nhất, diễn xuất của JP miễn chê và mạch phim căng thẳng dần theo thời gian, xứng đáng có một slot ở giải Oscar hạng mục dv và đạo diễn xuất sắc nhất.;clean
Hay thật sự;clean
Vẫn là một bộ phim với diễn xuất đỉnh cao của Joaquin Phoenix. Đáng tiếc, câu chuyện mà Todd Phillips kể lại không xứng tầm với diễn xuất đó. Dù vậy, mình vẫn thấy Todd là một đạo diễn thông minh, xử lý câu chuyện của Hoàng tử tội phạm rất chiều lòng công chúng. Gotham hay bất cứ nơi nào cũng đều xấu xí rồi. Joker vốn là một nhân vật iconic, chứ không phải ironic như này.;clean
xứng đáng đoạt giải liên hoan phim, quá ám ảnh và sâu lắng;clean
Cực phẩm, xuất sắc!!!;clean
"Joker - The Great Depression (Đại Suy Thoái)

Thật thiếu sót nếu nói về phim Joker (2019) mà không nhắc tới bối cảnh kinh tế - chính trị trong phim. Từ lúc mở đầu phim cho đến hết về sau, phim rất nhiều lần nhắc đến phân cực giai cấp trong thành phố Gotham - một trong những nguyên nhân dẫn đến sự hình thành của Joker. Một trong những ""lời nhắc"" ấy chính là cảnh giới thượng lưu ở Gotham thưởng thức bộ phim ""Thời Đại Tân Kỳ"" của Charlie Chaplin.

Bộ phim ""Thời Đại Tân Kỳ"" này có gì đặc biệt? Nó đặc biệt ở chỗ thời điểm công chiếu là năm 1939, thời điểm nước Mỹ vừa xong cơn vật lộn với Đai Suy Thoái bắt đầu năm 1929. Nội dung của bộ phim cũng mô tả cuộc sống bấp bênh của hàng triệu người Mỹ trong cơn khủng hoảng. Họ sống trong cuộc sống vô vọng không ngày mai, không gì níu kéo, nhân cách xói mòn ho đến khi chỉ còn là những xác sống lập đi lập lại ngày qua ngày.

Có thể thấy, ""Thời Đại Tân Kỳ"" chính là hình ảnh phản ánh tình trạng xã hội Gotham trong phim. Một xã hội suy thoái tàn phá kinh tế và cuộc sống người dân. Trong khi đó, những kẻ giàu có tuy miệng hô hào sẽ mang đến cuộc sống tốt hơn nhưng thực chất lại quay lưng hoàn toàn với cuộc sống bên ngoài những tòa dinh thự nguy nga. Cùng lắm, họ chỉ cố gắng cứu bản thân mình khi vừa bước qua khủng hoàng năng lượng 1979 thì lại bước vào khủng hoảng kinh tế 1980.

Nực cười thay, bộ phim mỉa mai xã hội lại được thưởng thức hả hê bởi những ông chủ chóp bu tại thành phố Gotham. Họ cười nhạo trước những hành động ""ngây ngô"" của chú hề Charlie Chaplin trong phim. Trong khi đó, hàng ngàn người dân thấp cổ bé họng vây quanh họ đang giương cao khẩu hiệu ""Chúng tôi là lũ hề"". Sự giận dữ cũng chính đến từ sự ngạo thị của đám người cao cao tại thượng kia.

Một điểm đặc biệt nữa, là sự tương phản giữa gã lang thang (Charlie Chaplin đóng) và Arthur Fleck - nhân cách con người của Joker. Trong phim ""Thời Đại Tân Kỳ"", gã lang thang vô danh đã dần bước trên con đường tha hóa bản thân với ước vọng lớn nhất là... vào tù để có ăn, nếu không có sự xuất của một cô gái lang thang (Paulette Goddard đóng) mang lại tình yêu ấm áp cho kẻ sa cơ kia. Trải qua bao cay đắng ngọt bùi, tưởng như gục ngã, cả hai vẫn tươi cười bước về hướng bình minh trên con đường trốn chạy ""Thời Đại Tân Kỳ"".

Arthur, tiền thân của Mr. J, không có cái may mắn như vậy. Hay đúng hơn, dẫu có cũng chỉ là ""ảo vọng cuối cùng"" khi một ngày tồi tệ xảy đến nghiền nát con người khắc khổ ấy để lại một linh hồn sa đọa. Một kẻ bước xuống đường phố để tìm đến sân khấu của chính mình. Và ngày tồi tệ ấy, chính là sự chồng chất của chuỗi ngày khủng hoảng và suy thoái, từ sự đi xuống của xã hội đến tự thân Arthur.

""Thời Đại Tân Kỳ"" được lựa chọn vì phản ánh xã hội thời kinh tế suy thoái là một phần, nhưng vẫn còn một lý do khác nó được chọn măc dù đã lệch với thời đại trong Joker những 40 năm? Chính bản thân Charlie Chaplin là câu trả lời.

Bởi Chaplin cũng xuất thân từ một gia đình nghèo khó, lớn lên trong trại tế bần và mẹ của Chaplin cũng đã có lúc phải vào trại tâm thần. Ngay bản thân Chaplin cũng bị nghe ngờ về vấn đề tâm thần, khi làm việc như kẻ điên trong khi tỏ ra bất ổn khi tiếp xúc người khác. Ở mức nhẹ nhàng hơn thì Sigmud Freud, nhà tâm thần học nổi tiếng, tuy tỏ ra yêu quý ""thiên tài"" hài hước kia cũng đánh giá Chaplin không thoát khỏi ám ảnh tuổi thơ của chính mình - vết sẹo thời gian.

Nếu ""Thời Đại Tân Kỳ"" mang lại sự tương phản, thì bản thân Charlie Chaplin lại mang phần nào tương đồng đến cho Arthur Fleck. Bởi vậy, phải chăng đôi mắt đầy thán phục của Arthur khi ngước nhìn tác phẩm ""Thời Đại Tân Kỳ"", cũng giống đôi mắt của đứa trẻ với vết thẹo trên đầu khi nhìn thấy ảo mộng của mình trong chiếc gương ảo ảnh?

Một điểm thú vị khác, cuộc đời của danh hài Sạc Lô từng được đưa lên màn ảnh rộng trong bộ phim Chaplin (1992). Và người thủ vai Charlie Chaplin chính là...?";toxic
"Phải gọi là tuyệt phẩm với cái kết chỉ muốn làm người hâm mộ lâu năm của Batman nói chung và DC nói riêng phải thét lên.
Một bộ phim miêu tả cực chân thật về sự áp lực, phân biệt và khinh thưởng từ các tầng lớp con người khác nhau. Căng thẳng và ép tim từ đầu đến cuối.
Màu phim, góc quay đậm chất nghệ thuật. Âm nhạc hoàn hảo. Diễn suất cực hoàn hảo của Joaquin Phoenix. Nhiều cảnh phim đậm chất tribute";clean
Hayyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;toxic
"Joker xứng đáng là bộ phim hay nhất năm 2019. Không chỉ đẹp về góc quay, bối cảnh và trang phục, âm nhạc trong phim cũng đem đến những cảm xúc đầy thăng hoa trong các cảnh diễn tả chuyển biến nội tâm của Arthur, từ gã hề yếu ớt thành một tên sát nhân máu lạnh ẩn sau vẻ mặt luôn đầy tính châm biếm, giễu cợt thói đạo đức giả của tầng lớp thượng lưu ở Gotham. 
Kết thúc phim là một sự thoả mãn đến tận cùng..";clean
"REVIEW NHANH JOKER: GIẤC MƠ XƯA CỦA DC

Tôi được đi xem Joker rồi các bác ạ. Là một fanboy, cảm xúc đầu tiên dĩ nhiên là ""Sướng!"". So với một Joker bị cắt xén của Jared Leto thì Joker của Joaquin Phoenix rõ ràng là đầy đủ hơn : từ những giấc mơ bất thàn, những ảo tưởng bị nghiền nát ... tất cả được thể hiện tỉ mỉ và đầy thần thái qua diễn xuất của Joaquin.

Và những fan Joker có thể yên tâm về độ ""sát comic"" của phim: Gothama hiện ra bẩn thỉu, bất ổn. Joker là 1 nghệ sĩ thất bại (Như trong 1 kì truyện từng đề cập) và còn được lên talkshow (giống The Dark Knight Returns). Ngay cả những tình tiết dính đến Batman cũng được làm rất chỉn chu (hãy xem tên bộ phim xuất hiện ở rạp trong cảnh cuối phim).

Còn về DC và Warner Bros, rõ ràng họ đang thể hiện lại bản sắc của mình: phim có tông màu lạnh lẽo nhưng không quá tối. Bối cảnh của phim là những năm 70 khi người ta còn đọc báo, xem tivi màu, và những ca khúc trong phim là các tuyện tác Jazz bất hủ. 

Nhưng nghĩ kĩ, thì Joker không phải là một phim 'dễ tiêu': gần 2 tiếng bộ phim là sự hành hạ tinh thần nếu bạn xem phim để tìm kiếm niềm vui, hay trong lòng bạn có những bất ổn tâm lý. 

Thế nên bản thân tôi, Hube, không khuyến khích các bạn fanboy DC dẫn bạn gái đi xem để họ làm quen với DC dù rằng đây là 1 phim về origin của Joker rất hay.

-Hube-";clean
Trước giờ mình ít xem thể loại Tâm lý ám ảnh như thế này, và đúng thật, coi xong cảm giác u ám nặng nề và day dứt. Một người tốt, mục đích sống là mang lại tiếng cười cho đời, lại bị xô đẩy trở thành một ác nhân bởi chính những con người xung quanh. Cái đáng sợ của phim là nó thật đến mức làm mình cảm giác bất cứ ai cũng có thể trở thành một JOKER thứ hai. Không phải ai cũng có thể thành siêu anh hùng, nhưng ai cũng có thể trở thành ác nhân!;clean
K hay lắm,kích thích bạo động ,gặp trẻ trâu việt nam thì chết;clean
"Một cuốn phim nặng nề, u uất đòi hỏi kiên nhẫn từ người xem. Và dĩ nhiên, nó không dành cho đám đông. 

Nam diễn viên chính Joaquin Phoenix đã có màn hoá thân Joker trên cả tuyệt vời. Xem bác diễn xong cứ thấy đau đáu, day dứt và suy nghĩ về số phận của con người, về sự phân hoá giàu nghèo trong xã hội. Một thứ ám ảnh khó lòng dứt ra trong một ngày một buổi liền được. 

“I just don’t wanna feel so bad anymore.” Đời này đôi khi chỉ cần vui là được đúng không nhỉ?";clean
Phim khắc họa tâm lý nhân vật hay dù cốt truyện tuy có hơi đơn giản. Joaquin Phoenix cực kỳ hợp vai và diễn xuất của anh cũng rất xuất thần. Âm thanh tốt, tuy một số cảnh mang tính giải thích hơi thừa thãi.;clean
Một bức tranh xã hội cực kì nặng nề, một siêu phẩm về tâm lý con người, khi nghịch cảnh, sự mục nát của xã hội thay đổi họ. Gotham vốn dĩ đã sụp đổ do hệ lụy của phân biệt xã hội, đối lập giàu nghèo và sự xuất hiện của Joker chỉ nhưng một biểu tưởng, hoàng tử tội phạm xuất hiện để phản kháng lại sự bất công của xã hội. Những góc quay cực đẹp và sự xuất thần trong biểu cảm của Joanquin Phoenix khiến khán giả sẽ rất ám ảnh và suy nghĩ rất nhiều sau khi bộ phim kết thúc.;clean
Joker là bộ phim có thời lượng của phim dài và nhịp phim chậm rãi, thiên về xã hội hơn là yếu tố siêu anh hùng hay hành động giật gân. Câu chuyện mà bộ phim muốn kể không chỉ đơn thuần là một tên hề điên loạn mà còn là quá trình mà các mặt tối đã tha hóa con người đến thế nào. Có thể nói, tầm nhìn của đạo diễn Todd Phillip và diễn xuất tuyệt vời của Joaquin Phoenix đã làm nên một Joker đặc sắc nữa cho những ai yêu thích nhân vật này.;clean
"Chỉ có thể nói: TUYỆT PHẨM!

Đây chắc chắn không phải là trải nghiệm điện ảnh dành cho số đông, có thể ta vẫn xem được nhưng để thích và hiểu nó không phải là dễ. Bức tranh hiện thực xã hội được phản ảnh trong Joker khiến nó như một cú tát vào mặt nhiều người. Lời tuyên bố của Thomas Wayne (Brett Cullen) rằng những kẻ đeo mặt hề ngoài kia do vấn đề của chính họ, họ cần được giúp.";clean
Phim bình thường hơi chán và khá buồn nghỉ nhưng kết phim lại hay hơn là mở đầu;clean
Khá khó xem nhưng cực cuốn, màu phim huyền bí cũng thêm phần nào hấp dẫn.;clean
Đúng thể loại kinh dị theo kiểu tâm lý mà mình thích, hay vãi;clean
Phim này rất ý nghĩa cho gia đình. Cười liên tục;clean
Năm nay xem cười có khóc có, phim chạm tim người xem kể cả người lớn và con nít. 3 năm rồi Shin không làm mình thất vọng.;clean
Lúc đầu cũng chả mong chờ gì, xem vì vé rẻ là chính nhưng thật sự bộ phim hay hơn mình nghĩ. Nhịp không quá nhanh nhưng cốt chuyện rất đầu tư, có cả twist với cả bài học rút ra nên đây sẽ là 1 bộ phim khá ổn để xem giải trí cuối tuần.;clean
phim còn nhiều điểm chưa logic, chưa mạch lạc với nhau, ngoài trừ chú Linh thì mình thấy có vẻ những diễn viên còn lại diễn chưa tới, nhất là cặp main.;clean
Phim hai muối Kết hơi vô cảm với tính nhân văn của bộ phim. Dù hiểu kịch bản muốn ta biết cha mẹ cố gắng vì con đến hơi thở cuối cùng. Nhưng nhìn lại vẫn chưa sâu sắc;clean
Phim hay, tình cảm, xúc động. Hơi hụt hẫng đoạn kết lúc chú Quyền Linh mất😢;clean
